beta_deg,theta_deg,range_mm
5.25,32.543,2012.2
5.25,33.256,1974.2
5.25,33.986,1939.2
5.25,34.699,1905.2
5.25,35.413,1872.2
5.25,36.127,1840.2
5.25,36.841,1809.2
5.25,37.553,1782.2
5.25,38.267,1754.2
5.25,38.979,1728.2
5.25,39.692,1703.2
5.25,40.406,1676.2
5.25,41.118,1654.2
5.25,41.831,1631.2
5.25,42.543,1611.2
5.25,43.256,1589.2
5.25,43.967,1570.2
5.25,44.68,1549.2
5.25,45.392,1530.2
5.25,46.104,1513.2
5.25,46.815,1496.2
5.25,47.528,1478.2
5.25,48.24,1460.2
5.25,48.95,1447.2
5.25,49.661,1432.2
5.25,50.372,1418.2
5.25,51.082,1405.2
5.25,51.794,1391.2
5.25,52.505,1377.2
5.25,53.214,1366.2
5.25,53.925,1354.2
5.25,54.636,1341.2
5.25,55.346,1330.2
5.25,56.054,1321.2
5.25,56.764,1310.2
5.25,57.475,1299.2
5.25,58.184,1290.2
5.25,58.893,1281.2
5.25,59.602,1272.2
5.25,60.312,1262.2
5.25,61.02,1255.2
5.25,61.729,1246.2
5.25,62.453,1239.2
5.25,63.166,1231.2
5.25,63.876,1225.2
5.25,64.589,1217.2
5.25,65.301,1210.2
5.25,66.013,1203.2
5.25,66.724,1197.2
5.25,67.434,1192.2
5.25,68.144,1187.2
5.25,68.856,1180.2
5.25,69.568,1173.2
5.25,70.277,1170.2
5.25,70.987,1165.2
5.25,71.698,1160.2
5.25,72.407,1157.2
5.25,73.117,1152.2
5.25,73.827,1148.2
5.25,74.537,1143.2
5.25,75.245,1141.2
5.25,75.955,1137.2
5.25,76.664,1134.2
5.25,77.374,1130.2
5.25,78.081,1128.2
5.25,78.79,1125.2
5.25,79.499,1122.2
5.25,80.207,1120.2
5.25,80.915,1118.2
5.25,81.623,1116.2
5.25,82.332,1113.2
5.25,83.038,1113.2
5.25,83.746,1111.2
5.25,84.451,1111.2
5.25,85.159,1109.2
5.25,85.866,1108.2
5.25,86.572,1108.2
5.25,87.278,1108.2
5.25,87.985,1107.2
5.25,88.691,1107.2
5.25,89.397,1107.2
5.25,90.103,1107.2
5.25,90.759,1107.2
5.25,91.462,1108.2
5.25,92.166,1109.2
5.25,92.869,1110.2
5.25,93.572,1111.2
5.25,94.276,1112.2
5.25,94.98,1112.2
5.25,95.682,1114.2
5.25,96.385,1116.2
5.25,97.088,1117.2
5.25,97.791,1119.2
5.25,98.493,1121.2
5.25,99.194,1124.2
5.25,99.896,1127.2
5.25,100.598,1129.2
5.25,101.3,1132.2
5.25,102.001,1135.2
5.25,102.702,1138.2
5.25,103.404,1141.2
5.25,104.104,1145.2
5.25,104.805,1149.2
5.25,105.506,1153.2
5.25,106.206,1157.2
5.25,106.906,1162.2
5.25,107.606,1167.2
5.25,108.307,1171.2
5.25,109.006,1176.2
5.25,109.705,1182.2
5.25,110.405,1188.2
5.25,111.104,1194.2
5.25,111.804,1199.2
5.25,112.502,1206.2
5.25,113.201,1212.2
5.25,113.9,1219.2
5.25,114.598,1226.2
5.25,115.297,1233.2
5.25,115.995,1241.2
5.25,116.692,1250.2
5.25,117.391,1257.2
5.25,118.088,1267.2
5.25,118.799,1276.2
5.25,119.5,1283.2
5.25,120.196,1295.2
5.25,120.895,1305.2
5.25,121.593,1315.2
5.25,122.291,1325.2
5.25,122.989,1336.2
5.25,123.687,1347.2
5.25,124.385,1359.2
5.25,125.082,1372.2
5.25,125.779,1385.2
5.25,126.476,1398.2
5.25,127.174,1411.2
5.25,127.871,1425.2
5.25,128.567,1440.2
5.25,129.264,1455.2
5.25,129.961,1469.2
5.25,130.656,1488.2
5.25,131.355,1501.2
5.25,132.051,1518.2
5.25,132.747,1536.2
5.25,133.443,1555.2
5.25,134.138,1575.2
5.25,134.834,1594.2
5.25,135.529,1617.2
5.25,136.225,1637.2
5.25,136.92,1660.2
5.25,137.616,1683.2
5.25,138.311,1707.2
5.25,139.006,1732.2
5.25,139.701,1758.2
5.25,140.397,1784.2
5.25,141.092,1811.2
5.25,141.786,1842.2
5.25,142.48,1874.2
5.25,143.175,1905.2
5.25,143.869,1941.2
5.25,144.563,1975.2
5.25,145.257,2012.2
5.25,145.951,2052.2
5.25,146.658,2091.2
5.25,147.35,2132.2
5.25,148.049,2147.2
5.25,148.747,2165.2
5.25,149.447,2172.2
5.25,150.151,2168.2
5.25,150.852,2174.2
5.25,151.561,2151.2
5.25,152.267,2139.2
5.25,152.973,2128.2
5.25,153.678,2117.2
5.25,154.385,2103.2
5.25,155.091,2092.2
5.25,155.796,2085.2
5.25,156.502,2071.2
5.25,157.208,2060.2
5.25,157.913,2054.2
5.25,158.619,2043.2
5.25,159.324,2035.2
5.25,160.03,2024.2
5.25,160.735,2016.2
5.25,161.439,2010.2
5.25,162.145,2001.2
5.25,162.85,1994.2
5.25,163.554,1988.2
5.25,164.259,1982.2
5.25,164.963,1976.2
5.25,165.669,1967.2
5.25,166.373,1962.2
5.25,167.077,1958.2
5.25,167.781,1956.2
5.25,168.486,1948.2
5.25,169.19,1943.2
5.25,169.894,1939.2
5.25,170.598,1936.2
5.25,171.301,1934.2
5.25,172.005,1932.2
5.25,172.709,1928.2
5.25,173.412,1928.2
5.25,174.115,1925.2
5.25,174.834,1924.2
5.25,175.545,1920.2
5.25,176.254,1921.2
5.25,176.963,1920.2
5.25,177.673,1919.2
5.25,178.381,1922.2
5.25,179.092,1917.2
5.25,179.799,1921.2
5.25,180.509,1919.2
5.25,181.217,1923.2
5.25,181.926,1922.2
5.25,182.635,1924.2
5.25,183.344,1924.2
5.25,184.053,1925.2
5.25,184.761,1928.2
5.25,185.469,1930.2
5.25,186.178,1933.2
5.25,186.886,1936.2
5.25,187.594,1940.2
5.25,188.302,1943.2
5.25,189.009,1950.2
5.25,189.716,1955.2
5.25,190.424,1958.2
5.25,191.132,1964.2
5.25,191.84,1965.2
5.25,200.399,146.5
5.25,201.536,139.5
5.25,202.665,133.2
5.25,203.739,128.2
5.25,204.926,122.2
5.25,331.957,236.5
5.25,332.116,263.5
5.25,331.076,1430.5
5.25,331.619,1747.5
5.25,331.781,7400.5
5.25,358.22,2411.5
5.25,358.929,2398.0
5.25,359.701,2125.5
5.25,0.426,2061.5
5.25,1.132,2062.2
5.25,1.841,2052.2
5.25,2.548,2051.2
5.25,3.254,2050.2
5.25,3.962,2045.2
5.25,4.667,2050.2
5.25,5.373,2052.2
5.25,6.076,2052.2
5.25,6.775,2056.2
5.25,7.475,2060.2
5.25,8.174,2065.2
5.25,8.874,2067.2
5.25,9.573,2073.2
5.25,10.274,2074.2
5.25,10.975,2072.2
5.25,11.679,2060.2
5.25,12.381,2056.2
5.25,13.071,2095.2
5.25,13.76,2138.2
5.25,14.461,2135.2
5.25,15.164,2129.2
5.25,15.865,2128.2
5.25,16.563,2135.2
5.25,17.262,2144.2
5.25,17.96,2152.2
5.25,18.659,2159.2
5.25,19.358,2168.2
5.25,20.055,2180.2
5.25,20.755,2182.2
5.25,21.458,2173.2
5.25,22.122,2327.5
5.25,22.772,2575.5
5.25,23.473,2569.2
5.25,24.176,2560.2
5.25,24.881,2538.2
5.25,25.592,2486.2
5.25,26.306,2421.5
5.25,27.018,2365.2
5.25,27.732,2306.2
5.25,28.445,2256.2
5.25,29.157,2209.2
5.25,29.87,2162.2
5.25,30.582,2120.2
5.25,31.294,2079.2
5.25,32.006,2040.2
5.25,32.719,2000.2
5.25,33.431,1962.2
5.25,34.162,1927.2
5.25,34.877,1893.2
5.25,35.591,1863.2
5.25,36.306,1830.2
5.25,37.021,1799.2
5.25,37.735,1772.2
5.25,38.449,1746.2
5.25,39.163,1720.2
5.25,39.877,1694.2
5.25,40.591,1671.2
5.25,41.306,1645.2
5.25,42.019,1624.2
5.25,42.732,1604.2
5.25,43.446,1583.2
5.25,44.159,1563.2
5.25,44.873,1544.2
5.25,45.586,1525.2
5.25,46.299,1508.2
5.25,47.011,1491.2
5.25,47.725,1473.2
5.25,48.438,1457.2
5.25,49.15,1442.2
5.25,49.862,1428.2
5.25,50.575,1412.2
5.25,51.287,1399.2
5.25,51.998,1387.2
5.25,52.71,1374.2
5.25,53.421,1362.2
5.25,54.134,1349.2
5.25,54.845,1338.2
5.25,55.555,1328.2
5.25,56.267,1316.2
5.25,56.978,1306.2
5.25,57.688,1296.2
5.25,58.399,1286.2
5.25,59.109,1278.2
5.25,59.818,1270.2
5.25,60.53,1260.2
5.25,61.239,1252.2
5.25,61.948,1245.2
5.25,62.674,1236.2
5.25,63.382,1229.2
5.25,64.09,1223.2
5.25,64.799,1215.2
5.25,65.505,1210.2
5.25,66.214,1202.2
5.25,66.923,1195.2
5.25,67.628,1191.2
5.25,68.337,1184.2
5.25,69.043,1179.2
5.25,69.75,1174.2
5.25,70.458,1168.2
5.25,71.165,1163.2
5.25,71.872,1158.2
5.25,72.577,1155.2
5.25,73.283,1151.2
5.25,73.99,1146.2
5.25,74.696,1142.2
5.25,75.4,1140.2
5.25,76.106,1136.2
5.25,76.811,1133.2
5.25,77.517,1130.2
5.25,78.222,1127.2
5.25,78.926,1125.2
5.25,79.631,1122.2
5.25,80.336,1120.2
5.25,81.041,1117.2
5.25,81.745,1115.2
5.25,82.448,1114.2
5.25,83.153,1112.2
5.25,83.855,1112.2
5.25,84.559,1110.2
5.25,85.264,1108.2
5.25,85.966,1108.2
5.25,86.669,1107.2
5.25,87.371,1108.2
5.25,88.074,1107.2
5.25,88.776,1107.2
5.25,89.478,1108.2
5.25,90.181,1107.2
5.25,90.9,1107.2
5.25,91.605,1109.2
5.25,92.312,1109.2
5.25,93.018,1110.2
5.25,93.724,1111.2
5.25,94.43,1112.2
5.25,95.138,1112.2
5.25,95.842,1115.2
5.25,96.549,1115.2
5.25,97.253,1118.2
5.25,97.959,1119.2
5.25,98.663,1122.2
5.25,99.369,1124.2
5.25,100.073,1127.2
5.25,100.778,1129.2
5.25,101.482,1132.2
5.25,102.186,1135.2
5.25,102.89,1139.2
5.25,103.594,1142.2
5.25,104.298,1145.2
5.25,105.002,1149.2
5.25,105.705,1153.2
5.25,106.408,1158.2
5.25,107.111,1162.2
5.25,107.813,1168.2
5.25,108.516,1172.2
5.25,109.219,1177.2
5.25,109.921,1183.2
5.25,110.624,1188.2
5.25,111.326,1194.2
5.25,112.028,1200.2
5.25,112.73,1206.2
5.25,113.431,1213.2
5.25,114.132,1220.2
5.25,114.833,1228.2
5.25,115.534,1235.2
5.25,116.235,1243.2
5.25,116.936,1251.2
5.25,117.637,1259.2
5.25,118.338,1267.2
5.25,118.986,1277.2
5.25,119.685,1285.2
5.25,120.381,1295.2
5.25,121.079,1305.2
5.25,121.774,1318.2
5.25,122.473,1325.2
5.25,123.168,1338.2
5.25,123.865,1349.2
5.25,124.561,1361.2
5.25,125.257,1374.2
5.25,125.954,1386.2
5.25,126.649,1401.2
5.25,127.345,1413.2
5.25,128.041,1428.2
5.25,128.737,1442.2
5.25,129.432,1457.2
5.25,130.128,1472.2
5.25,130.823,1489.2
5.25,131.518,1505.2
5.25,132.213,1523.2
5.25,132.908,1541.2
5.25,133.604,1557.2
5.25,134.298,1578.2
5.25,134.993,1596.2
5.25,135.687,1618.2
5.25,136.381,1640.2
5.25,137.075,1663.2
5.25,137.769,1687.2
5.25,138.463,1711.2
5.25,139.157,1737.2
5.25,139.851,1762.2
5.25,140.544,1790.2
5.25,141.239,1817.2
5.25,141.932,1848.2
5.25,142.626,1877.2
5.25,143.318,1912.2
5.25,144.012,1943.2
5.25,144.705,1979.2
5.25,145.398,2016.2
5.25,146.09,2058.2
5.25,146.782,2097.2
5.25,147.475,2134.2
5.25,148.174,2153.2
5.25,148.873,2167.2
5.25,149.575,2173.2
5.25,150.281,2164.2
5.25,150.984,2167.2
5.25,151.692,2149.2
5.25,152.399,2137.2
5.25,153.105,2128.2
5.25,153.812,2115.2
5.25,154.52,2100.2
5.25,155.225,2092.2
5.25,155.932,2083.2
5.25,156.639,2069.2
5.25,157.346,2058.2
5.25,158.051,2052.2
5.25,158.758,2041.2
5.25,159.464,2033.2
5.25,160.17,2022.2
5.25,160.876,2015.2
5.25,161.582,2008.2
5.25,162.287,2002.2
5.25,162.994,1992.2
5.25,163.699,1985.2
5.25,164.404,1982.2
5.25,165.11,1975.2
5.25,165.817,1964.2
5.25,166.521,1961.2
5.25,167.226,1957.2
5.25,167.93,1955.2
5.25,168.636,1948.2
5.25,169.341,1944.2
5.25,170.046,1937.2
5.25,170.75,1937.2
5.25,171.455,1934.2
5.25,172.16,1929.2
5.25,172.864,1928.2
5.25,173.567,1927.2
5.25,174.272,1925.2
5.25,174.991,1924.2
5.25,175.698,1921.2
5.25,176.406,1917.2
5.25,177.113,1919.2
5.25,177.819,1920.2
5.25,178.526,1920.2
5.25,179.233,1918.2
5.25,179.939,1920.2
5.25,180.646,1920.2
5.25,181.352,1922.2
5.25,182.059,1922.2
5.25,182.764,1925.2
5.25,183.471,1924.2
5.25,184.178,1926.2
5.25,184.884,1928.2
5.25,185.589,1931.2
5.25,186.295,1934.2
5.25,187.0,1938.2
5.25,187.706,1941.2
5.25,188.411,1948.2
5.25,189.116,1953.2
5.25,189.822,1954.2
5.25,190.527,1959.2
5.25,191.232,1964.2
5.25,191.94,1963.2
5.25,200.495,146.5
5.25,201.646,139.2
5.25,202.756,133.2
5.25,203.905,127.2
5.25,205.012,122.2
5.25,331.967,247.5
5.25,332.013,284.5
5.25,330.817,1173.5
5.25,331.309,1464.5
5.25,331.583,2978.5
6.0,355.631,2353.5
6.0,356.341,2340.0
6.0,357.044,2356.0
6.0,357.742,2402.0
6.0,358.449,2401.0
6.0,359.163,2370.2
6.0,359.948,2059.5
6.0,0.655,2061.2
6.0,1.363,2057.2
6.0,2.069,2062.2
6.0,2.775,2063.2
6.0,3.482,2065.2
6.0,4.189,2067.2
6.0,4.895,2070.2
6.0,5.6,2075.2
6.0,6.241,2075.2
6.0,6.941,2077.2
6.0,7.64,2083.2
6.0,8.34,2085.2
6.0,9.04,2088.2
6.0,9.74,2090.2
6.0,10.443,2082.2
6.0,11.149,2064.2
6.0,11.854,2050.2
6.0,12.546,2079.2
6.0,13.232,2134.2
6.0,13.932,2137.2
6.0,14.635,2127.2
6.0,15.338,2121.2
6.0,16.037,2127.2
6.0,16.736,2134.2
6.0,17.433,2146.2
6.0,18.132,2152.2
6.0,18.831,2160.2
6.0,19.529,2168.2
6.0,20.226,2183.2
6.0,20.929,2177.2
6.0,21.631,2169.2
6.0,22.272,2427.5
6.0,22.945,2569.5
6.0,23.646,2568.2
6.0,24.349,2555.2
6.0,25.055,2525.2
6.0,25.767,2467.2
6.0,26.48,2407.2
6.0,27.193,2350.2
6.0,27.907,2294.2
6.0,28.62,2244.2
6.0,29.333,2195.2
6.0,30.045,2149.2
6.0,30.757,2108.2
6.0,31.47,2065.2
6.0,32.182,2025.2
6.0,32.894,1988.2
6.0,33.608,1948.2
6.0,34.336,1919.2
6.0,35.051,1886.2
6.0,35.766,1852.2
6.0,36.48,1823.2
6.0,37.196,1791.2
6.0,37.909,1767.2
6.0,38.624,1738.2
6.0,39.338,1713.2
6.0,40.052,1688.2
6.0,40.765,1665.2
6.0,41.48,1641.2
6.0,42.193,1620.2
6.0,42.907,1599.2
6.0,43.621,1577.2
6.0,44.334,1557.2
6.0,45.048,1538.2
6.0,45.761,1520.2
6.0,46.474,1502.2
6.0,47.187,1485.2
6.0,47.9,1468.2
6.0,48.612,1453.2
6.0,49.325,1437.2
6.0,50.036,1424.2
6.0,50.749,1409.2
6.0,51.461,1396.2
6.0,52.172,1384.2
6.0,52.884,1370.2
6.0,53.597,1357.2
6.0,54.307,1347.2
6.0,55.018,1335.2
6.0,55.728,1326.2
6.0,56.44,1314.2
6.0,57.152,1302.2
6.0,57.862,1294.2
6.0,58.573,1283.2
6.0,59.283,1275.2
6.0,59.993,1266.2
6.0,60.704,1257.2
6.0,61.413,1250.2
6.0,62.123,1242.2
6.0,62.832,1234.2
6.0,63.543,1227.2
6.0,64.255,1219.2
6.0,64.965,1213.2
6.0,65.676,1206.2
6.0,66.386,1200.2
6.0,67.097,1193.2
6.0,67.807,1188.2
6.0,68.517,1182.2
6.0,69.227,1177.2
6.0,69.938,1170.2
6.0,70.646,1167.2
6.0,71.356,1162.2
6.0,72.065,1157.2
6.0,72.774,1153.2
6.0,73.483,1149.2
6.0,74.192,1145.2
6.0,74.9,1142.2
6.0,75.609,1138.2
6.0,76.318,1134.2
6.0,77.026,1131.2
6.0,77.734,1128.2
6.0,78.441,1126.2
6.0,79.149,1123.2
6.0,79.856,1121.2
6.0,80.564,1118.2
6.0,81.271,1116.2
6.0,81.977,1115.2
6.0,82.684,1113.2
6.0,83.391,1111.2
6.0,84.098,1110.2
6.0,84.804,1109.2
6.0,85.51,1108.2
6.0,86.216,1107.2
6.0,86.921,1107.2
6.0,87.627,1106.2
6.0,88.332,1106.2
6.0,89.037,1106.2
6.0,89.743,1106.2
6.0,90.448,1106.2
6.0,91.165,1107.2
6.0,91.872,1108.2
6.0,92.578,1109.2
6.0,93.285,1109.2
6.0,93.99,1111.2
6.0,94.696,1112.2
6.0,95.402,1113.2
6.0,96.108,1114.2
6.0,96.813,1116.2
6.0,97.519,1118.2
6.0,98.225,1119.2
6.0,98.928,1123.2
6.0,99.633,1125.2
6.0,100.338,1127.2
6.0,101.042,1131.2
6.0,101.747,1133.2
6.0,102.451,1136.2
6.0,103.154,1140.2
6.0,103.858,1144.2
6.0,104.562,1147.2
6.0,105.266,1151.2
6.0,105.969,1155.2
6.0,106.672,1159.2
6.0,107.376,1163.2
6.0,108.078,1169.2
6.0,108.78,1174.2
6.0,109.483,1179.2
6.0,110.185,1185.2
6.0,110.888,1190.2
6.0,111.589,1197.2
6.0,112.291,1203.2
6.0,112.993,1209.2
6.0,113.694,1216.2
6.0,114.395,1224.2
6.0,115.097,1230.2
6.0,115.797,1238.2
6.0,116.498,1246.2
6.0,117.199,1254.2
6.0,117.9,1262.2
6.0,118.599,1272.2
6.0,119.312,1280.2
6.0,120.011,1290.2
6.0,120.71,1299.2
6.0,121.408,1310.2
6.0,122.105,1322.2
6.0,122.804,1333.2
6.0,123.503,1343.2
6.0,124.2,1355.2
6.0,124.899,1366.2
6.0,125.596,1380.2
6.0,126.293,1394.2
6.0,126.991,1406.2
6.0,127.689,1420.2
6.0,128.386,1434.2
6.0,129.082,1451.2
6.0,129.78,1465.2
6.0,130.478,1479.2
6.0,131.174,1496.2
6.0,131.871,1513.2
6.0,132.567,1531.2
6.0,133.265,1547.2
6.0,133.96,1568.2
6.0,134.657,1587.2
6.0,135.353,1608.2
6.0,136.049,1628.2
6.0,136.745,1651.2
6.0,137.44,1674.2
6.0,138.135,1700.2
6.0,138.831,1723.2
6.0,139.526,1751.2
6.0,140.221,1777.2
6.0,140.918,1802.2
6.0,141.613,1830.2
6.0,142.307,1864.2
6.0,143.002,1894.2
6.0,143.696,1930.2
6.0,144.391,1963.2
6.0,145.086,1998.2
6.0,145.781,2037.2
6.0,146.475,2076.2
6.0,147.123,2105.2
6.0,147.815,2147.2
6.0,148.513,2162.2
6.0,149.214,2171.2
6.0,149.916,2172.2
6.0,150.62,2168.2
6.0,151.326,2157.2
6.0,152.031,2146.2
6.0,152.737,2135.2
6.0,153.443,2123.2
6.0,154.15,2108.2
6.0,154.856,2095.2
6.0,155.56,2090.2
6.0,156.267,2076.2
6.0,156.973,2064.2
6.0,157.678,2056.2
6.0,158.383,2047.2
6.0,159.093,2024.2
6.0,159.794,2028.2
6.0,160.5,2018.2
6.0,161.205,2012.2
6.0,161.91,2003.2
6.0,162.614,1998.2
6.0,163.32,1988.2
6.0,164.024,1984.2
6.0,164.729,1976.2
6.0,165.433,1972.2
6.0,166.138,1965.2
6.0,166.842,1961.2
6.0,167.547,1956.2
6.0,168.25,1953.2
6.0,168.955,1946.2
6.0,169.659,1944.2
6.0,170.364,1937.2
6.0,171.068,1933.2
6.0,171.771,1931.2
6.0,172.475,1928.2
6.0,173.177,1929.2
6.0,173.881,1925.2
6.0,174.584,1924.2
6.0,175.226,1922.2
6.0,175.935,1922.2
6.0,176.645,1919.2
6.0,177.354,1919.2
6.0,178.062,1923.2
6.0,178.773,1917.2
6.0,179.481,1920.2
6.0,180.19,1920.2
6.0,180.899,1922.2
6.0,181.608,1922.2
6.0,182.318,1919.2
6.0,183.026,1923.2
6.0,183.734,1925.2
6.0,184.443,1925.2
6.0,185.151,1929.2
6.0,185.86,1931.2
6.0,186.568,1934.2
6.0,187.275,1939.2
6.0,187.983,1944.2
6.0,188.691,1946.2
6.0,189.398,1955.2
6.0,190.106,1956.2
6.0,190.814,1960.2
6.0,191.522,1966.2
6.0,192.233,1960.2
6.0,200.848,145.5
6.0,202.007,138.2
6.0,203.126,132.2
6.0,204.206,127.2
6.0,205.316,122.2
6.0,331.796,241.5
6.0,331.912,272.5
6.0,331.059,1402.5
6.0,331.467,2110.5
6.0,356.034,2338.5
6.0,356.739,2341.0
6.0,357.435,2382.0
6.0,358.135,2411.0
6.0,358.846,2382.2
6.0,359.606,2156.5
6.0,0.338,2060.5
6.0,1.045,2056.2
6.0,1.748,2063.2
6.0,2.453,2064.2
6.0,3.16,2061.2
6.0,3.864,2065.2
6.0,4.57,2065.2
6.0,5.276,2064.2
6.0,5.994,2065.2
6.0,6.695,2064.2
6.0,7.395,2065.2
6.0,8.094,2067.2
6.0,8.794,2068.2
6.0,9.494,2072.2
6.0,10.194,2073.2
6.0,10.896,2066.2
6.0,11.6,2054.2
6.0,12.298,2061.2
6.0,12.985,2109.2
6.0,13.677,2139.2
6.0,14.38,2129.2
6.0,15.082,2121.2
6.0,15.782,2123.2
6.0,16.481,2128.2
6.0,17.177,2143.2
6.0,17.876,2151.2
6.0,18.574,2158.2
6.0,19.272,2166.2
6.0,19.971,2174.2
6.0,20.669,2182.2
6.0,21.372,2171.2
6.0,21.99,2540.5
6.0,22.685,2571.2
6.0,23.386,2568.2
6.0,24.087,2562.2
6.0,24.794,2529.2
6.0,25.5,2496.2
6.0,26.213,2432.5
6.0,26.925,2378.2
6.0,27.638,2321.2
6.0,28.351,2269.2
6.0,29.065,2214.2
6.0,29.776,2172.2
6.0,30.488,2128.2
6.0,31.2,2086.2
6.0,31.911,2048.2
6.0,32.623,2009.2
6.0,33.334,1974.2
6.0,34.05,1935.2
6.0,34.762,1903.2
6.0,35.475,1868.2
6.0,36.188,1838.2
6.0,36.901,1806.2
6.0,37.612,1780.2
6.0,38.325,1752.2
6.0,39.037,1727.2
6.0,39.749,1701.2
6.0,40.461,1677.2
6.0,41.174,1652.2
6.0,41.886,1628.2
6.0,42.596,1610.2
6.0,43.308,1588.2
6.0,44.02,1566.2
6.0,44.731,1548.2
6.0,45.443,1528.2
6.0,46.153,1513.2
6.0,46.864,1494.2
6.0,47.575,1477.2
6.0,48.286,1461.2
6.0,48.997,1445.2
6.0,49.707,1431.2
6.0,50.417,1417.2
6.0,51.127,1403.2
6.0,51.837,1390.2
6.0,52.547,1376.2
6.0,53.256,1365.2
6.0,53.965,1353.2
6.0,54.675,1341.2
6.0,55.384,1330.2
6.0,56.094,1318.2
6.0,56.802,1309.2
6.0,57.512,1298.2
6.0,58.22,1289.2
6.0,58.928,1280.2
6.0,59.636,1271.2
6.0,60.345,1261.2
6.0,61.052,1254.2
6.0,61.76,1246.2
6.0,62.486,1237.2
6.0,63.197,1230.2
6.0,63.907,1224.2
6.0,64.619,1216.2
6.0,65.33,1209.2
6.0,66.04,1203.2
6.0,66.749,1198.2
6.0,67.46,1191.2
6.0,68.171,1185.2
6.0,68.881,1179.2
6.0,69.591,1174.2
6.0,70.3,1169.2
6.0,71.009,1165.2
6.0,71.72,1159.2
6.0,72.429,1155.2
6.0,73.137,1151.2
6.0,73.846,1147.2
6.0,74.555,1143.2
6.0,75.264,1139.2
6.0,75.972,1136.2
6.0,76.68,1133.2
6.0,77.389,1129.2
6.0,78.096,1127.2
6.0,78.804,1124.2
6.0,79.511,1122.2
6.0,80.219,1119.2
6.0,80.926,1117.2
6.0,81.633,1115.2
6.0,82.341,1113.2
6.0,83.047,1112.2
6.0,83.754,1110.2
6.0,84.458,1111.2
6.0,85.165,1109.2
6.0,85.871,1108.2
6.0,86.577,1107.2
6.0,87.282,1107.2
6.0,87.989,1106.2
6.0,88.694,1106.2
6.0,89.399,1106.2
6.0,90.103,1107.2
6.0,90.822,1107.2
6.0,91.528,1108.2
6.0,92.236,1108.2
6.0,92.942,1109.2
6.0,93.65,1109.2
6.0,94.355,1111.2
6.0,95.062,1112.2
6.0,95.768,1113.2
6.0,96.474,1115.2
6.0,97.179,1117.2
6.0,97.886,1118.2
6.0,98.591,1121.2
6.0,99.296,1123.2
6.0,100.0,1127.2
6.0,100.706,1128.2
6.0,101.412,1130.2
6.0,102.115,1135.2
6.0,102.819,1138.2
6.0,103.524,1141.2
6.0,104.229,1144.2
6.0,104.933,1148.2
6.0,105.636,1152.2
6.0,106.339,1157.2
6.0,107.043,1161.2
6.0,107.745,1167.2
6.0,108.449,1171.2
6.0,109.151,1178.2
6.0,109.855,1182.2
6.0,110.558,1187.2
6.0,111.261,1192.2
6.0,111.962,1199.2
6.0,112.665,1205.2
6.0,113.366,1212.2
6.0,114.068,1219.2
6.0,114.77,1226.2
6.0,115.472,1233.2
6.0,116.174,1240.2
6.0,116.875,1248.2
6.0,117.574,1258.2
6.0,118.277,1265.2
6.0,118.987,1276.2
6.0,119.683,1284.2
6.0,120.379,1293.2
6.0,121.074,1303.2
6.0,121.769,1313.2
6.0,122.464,1324.2
6.0,123.158,1335.2
6.0,123.852,1347.2
6.0,124.547,1358.2
6.0,125.241,1371.2
6.0,125.935,1384.2
6.0,126.629,1397.2
6.0,127.323,1410.2
6.0,128.016,1425.2
6.0,128.711,1438.2
6.0,129.404,1454.2
6.0,130.098,1468.2
6.0,130.791,1484.2
6.0,131.485,1500.2
6.0,132.178,1518.2
6.0,132.871,1535.2
6.0,133.563,1555.2
6.0,134.256,1573.2
6.0,134.949,1593.2
6.0,135.641,1614.2
6.0,136.333,1636.2
6.0,137.025,1658.2
6.0,137.717,1682.2
6.0,138.409,1707.2
6.0,139.1,1733.2
6.0,139.792,1760.2
6.0,140.484,1787.2
6.0,141.176,1813.2
6.0,141.868,1841.2
6.0,142.559,1874.2
6.0,143.25,1905.2
6.0,143.942,1938.2
6.0,144.632,1974.2
6.0,145.323,2012.2
6.0,146.013,2052.2
6.0,146.658,2091.2
6.0,147.352,2131.2
6.0,148.052,2151.2
6.0,148.752,2167.2
6.0,149.455,2173.2
6.0,150.161,2168.2
6.0,150.865,2173.2
6.0,151.574,2154.2
6.0,152.283,2141.2
6.0,152.991,2129.2
6.0,153.698,2118.2
6.0,154.407,2103.2
6.0,155.114,2094.2
6.0,155.821,2086.2
6.0,156.53,2072.2
6.0,157.238,2060.2
6.0,157.945,2053.2
6.0,158.653,2042.2
6.0,159.361,2030.2
6.0,160.068,2023.2
6.0,160.775,2016.2
6.0,161.482,2008.2
6.0,162.189,2002.2
6.0,162.896,1993.2
6.0,163.603,1987.2
6.0,164.31,1980.2
6.0,165.016,1973.2
6.0,165.723,1968.2
6.0,166.429,1962.2
6.0,167.135,1959.2
6.0,167.842,1953.2
6.0,168.547,1950.2
6.0,169.254,1946.2
6.0,169.96,1940.2
6.0,170.667,1934.2
6.0,171.371,1935.2
6.0,172.077,1931.2
6.0,172.783,1927.2
6.0,173.488,1926.2
6.0,174.193,1926.2
6.0,174.913,1924.2
6.0,175.62,1922.2
6.0,176.328,1920.2
6.0,177.035,1921.2
6.0,177.743,1919.2
6.0,178.45,1918.2
6.0,179.157,1920.2
6.0,179.864,1920.2
6.0,180.571,1921.2
6.0,181.278,1919.2
6.0,181.985,1922.2
