beta_deg,theta_deg,range_mm
107.25,85.201,852.5
107.25,85.949,840.2
107.25,86.687,834.2
107.25,87.418,832.2
107.25,88.143,833.2
107.25,88.865,836.2
107.25,89.582,842.2
107.25,90.316,838.2
107.25,91.034,843.2
107.25,91.751,849.2
107.25,93.605,3121.5
107.25,94.277,3122.0
107.25,95.765,2811.5
107.25,96.472,2912.5
107.25,97.166,3127.5
107.25,97.892,3096.2
107.25,98.627,3002.5
107.25,99.346,3029.2
107.25,102.197,3347.5
107.25,102.917,3361.0
107.25,104.362,3359.0
107.25,105.102,3204.5
107.25,105.825,3200.2
107.25,106.546,3212.2
107.25,107.266,3230.2
107.25,107.988,3240.2
107.25,108.708,3254.2
107.25,109.429,3268.2
107.25,110.151,3272.2
107.25,110.871,3290.2
107.25,111.592,3302.2
107.25,112.313,3316.2
107.25,113.034,3327.2
107.25,113.754,3345.2
107.25,114.476,3356.2
107.25,115.196,3370.2
107.25,115.916,3392.2
107.25,116.637,3410.2
107.25,117.357,3431.2
107.25,118.077,3451.2
107.25,118.797,3473.2
107.25,119.518,3492.2
107.25,120.238,3518.2
107.25,120.958,3540.2
107.25,121.679,3555.2
107.25,122.399,3578.2
107.25,123.247,2689.5
107.25,123.975,2652.2
107.25,124.708,2588.5
107.25,125.442,2520.5
107.25,126.162,2527.2
107.25,126.884,2524.2
107.25,127.479,3411.5
107.25,128.205,3373.2
107.25,128.934,3309.5
107.25,129.661,3256.2
107.25,130.39,3197.2
107.25,131.117,3147.2
107.25,131.846,3093.2
107.25,132.573,3048.2
107.25,133.301,3004.2
107.25,134.029,2955.2
107.25,134.757,2906.2
107.25,135.485,2867.2
107.25,136.212,2828.2
107.25,136.94,2789.2
107.25,137.667,2751.2
107.25,138.394,2719.2
107.25,139.122,2682.2
107.25,139.848,2656.2
107.25,140.576,2618.2
107.25,141.303,2592.2
107.25,142.03,2558.2
107.25,142.757,2533.2
107.25,143.484,2505.2
107.25,144.211,2478.2
107.25,144.937,2453.2
107.25,145.664,2427.2
107.25,146.393,2392.2
107.25,147.121,2361.2
107.25,147.847,2341.2
107.25,148.568,2344.2
107.25,149.296,2318.2
107.25,150.022,2298.2
107.25,150.744,2297.2
107.25,151.469,2281.2
107.25,152.208,2261.2
107.25,152.933,2244.2
107.25,153.658,2227.2
107.25,154.386,2197.2
107.25,155.108,2193.2
107.25,155.831,2183.2
107.25,156.557,2162.2
107.25,157.285,2135.2
107.25,158.009,2123.2
107.25,158.745,2070.2
107.25,159.476,2034.2
107.25,160.178,2101.5
107.25,160.902,2088.2
107.25,161.626,2078.2
107.25,162.35,2065.2
107.25,163.073,2057.2
107.25,163.796,2049.2
107.25,164.52,2040.2
107.25,165.243,2030.2
107.25,165.97,2011.2
107.25,166.694,2000.2
107.25,167.417,1993.2
107.25,168.14,1986.2
107.25,168.863,1979.2
107.25,169.59,1958.2
107.25,170.312,1955.2
107.25,171.034,1950.2
107.25,171.752,1959.2
107.25,172.475,1952.2
107.25,173.2,1940.2
107.25,173.923,1931.2
107.25,174.644,1932.2
107.25,175.365,1930.2
107.25,176.084,1936.2
107.25,176.806,1931.2
107.25,177.528,1929.2
107.25,178.25,1926.2
107.25,178.974,1914.2
107.25,179.698,1906.0
107.25,180.415,1917.2
107.25,181.163,1922.2
107.25,181.891,1921.2
107.25,182.619,1919.2
107.25,183.346,1918.2
107.25,184.137,1745.5
107.25,184.946,1563.5
107.25,185.671,1567.2
107.25,186.397,1569.2
107.25,187.124,1569.2
107.25,187.852,1569.2
107.25,188.578,1570.2
107.25,189.305,1570.2
107.25,190.031,1573.2
107.25,190.757,1576.2
107.25,191.484,1576.2
107.25,192.21,1579.2
107.25,192.934,1584.2
107.25,193.66,1587.2
107.25,194.386,1589.2
107.25,195.111,1594.2
107.25,195.836,1599.2
107.25,196.561,1603.0
107.25,197.287,1605.0
107.25,198.012,1609.0
107.25,198.735,1618.0
107.25,199.456,1631.0
107.25,200.185,1628.0
107.25,200.908,1636.0
107.25,201.633,1642.2
107.25,202.356,1650.2
107.25,203.079,1659.2
107.25,203.803,1667.2
107.25,204.528,1672.2
107.25,205.251,1682.2
107.25,205.975,1690.2
107.25,206.697,1700.2
107.25,207.421,1708.2
107.25,208.145,1717.2
107.25,208.868,1726.2
107.25,209.593,1731.2
107.25,210.324,1740.2
107.25,211.048,1754.2
107.25,211.766,1784.2
107.25,212.51,1750.2
107.25,213.23,1774.2
107.25,216.067,2016.5
107.25,216.791,2037.2
107.25,217.514,2061.2
107.25,218.239,2076.2
107.25,218.963,2097.2
107.25,219.689,2114.2
107.25,220.414,2132.2
107.25,221.138,2153.2
107.25,221.863,2172.2
107.25,222.587,2196.2
107.25,223.311,2218.2
107.25,224.035,2242.2
107.25,224.759,2267.2
107.25,225.483,2291.2
107.25,226.21,2307.2
107.25,226.934,2330.2
107.25,227.659,2356.2
107.25,228.238,3315.5
107.25,228.964,3353.2
107.25,229.687,3410.2
107.25,230.412,3464.2
107.25,231.137,3512.2
107.25,231.862,3566.2
107.25,232.587,3611.2
107.25,233.312,3666.2
107.25,234.038,3717.2
107.25,234.762,3784.5
107.25,235.487,3843.2
107.25,236.211,3909.5
107.25,236.937,3967.2
107.25,237.661,4039.5
107.25,238.386,4108.2
107.25,239.132,4168.2
107.25,239.854,4238.2
107.25,240.577,4296.2
107.25,241.301,4349.2
107.25,242.026,4378.2
107.25,242.753,4376.0
107.25,243.483,4345.0
107.25,244.211,4331.0
107.25,244.94,4293.0
107.25,245.669,4270.0
107.25,246.397,4253.0
107.25,247.126,4228.0
107.25,247.855,4205.2
107.25,248.584,4184.0
107.25,249.312,4165.0
107.25,250.041,4146.0
107.25,250.769,4127.0
107.25,251.498,4105.2
107.25,252.227,4085.0
107.25,252.955,4068.2
107.25,253.684,4049.2
107.25,254.411,4044.2
107.25,255.14,4025.2
107.25,255.867,4020.2
107.25,256.596,4003.2
107.25,257.324,3993.2
107.25,258.052,3982.2
107.25,258.779,3978.2
107.25,259.508,3961.2
107.25,260.235,3952.2
107.25,260.963,3946.2
107.25,261.691,3933.2
107.25,262.419,3926.2
107.25,263.147,3915.2
107.25,263.874,3918.2
107.25,264.602,3902.2
107.25,265.33,3901.2
107.25,266.057,3899.2
107.25,266.785,3889.2
107.25,267.512,3885.2
107.25,268.185,3874.2
107.25,268.91,3884.2
107.25,269.636,3879.2
107.25,270.361,3880.2
107.25,271.088,3864.2
107.25,271.813,3878.2
107.25,272.539,3870.2
107.25,273.264,3876.2
107.25,273.989,3885.2
107.25,274.715,3881.2
107.25,275.44,3885.2
107.25,276.165,3886.2
107.25,276.891,3888.2
107.25,277.616,3898.2
107.25,278.341,3903.2
107.25,279.065,3918.2
107.25,279.791,3917.2
107.25,280.516,3925.2
107.25,281.24,3937.2
107.25,281.965,3944.2
107.25,282.69,3955.2
107.25,283.414,3972.2
107.25,284.139,3976.2
107.25,284.863,3995.2
107.25,285.589,4001.2
107.25,286.313,4017.2
107.25,287.037,4032.2
107.25,287.762,4049.2
107.25,288.486,4062.2
107.25,289.211,4072.2
107.25,289.935,4098.2
107.25,290.659,4115.0
107.25,291.383,4139.0
107.25,292.107,4160.2
107.25,292.831,4180.2
107.25,293.555,4197.0
107.25,294.279,4221.2
107.25,295.003,4248.0
107.25,295.726,4281.0
107.25,296.451,4292.0
107.25,297.184,4321.0
107.25,297.906,4361.0
107.25,298.629,4387.0
107.25,299.352,4417.0
107.25,300.074,4454.0
107.25,300.797,4484.0
107.25,301.52,4524.0
107.25,302.242,4555.0
107.25,302.966,4583.2
107.25,303.693,4543.2
107.25,304.42,4508.2
107.25,305.148,4442.2
107.25,305.877,4386.2
107.25,306.643,3814.5
107.25,307.388,3589.5
107.25,308.117,3546.2
107.25,308.845,3511.0
107.25,309.577,3439.5
107.25,310.308,3382.2
107.25,311.039,3324.2
107.25,311.77,3271.2
107.25,312.501,3221.2
107.25,313.23,3180.2
107.25,313.96,3136.2
107.25,314.692,3084.2
107.25,315.423,3036.2
107.25,316.154,2988.2
107.25,316.904,2814.5
107.25,317.632,2797.0
107.25,318.362,2764.0
107.25,319.089,2746.0
107.25,319.82,2712.2
107.25,320.572,2554.5
107.25,321.301,2534.2
107.25,322.031,2505.2
107.25,322.76,2486.2
107.25,329.311,2495.0
107.25,330.031,2546.0
107.25,330.75,2604.0
107.25,331.464,2695.5
107.25,332.188,2730.0
107.25,332.921,2716.2
107.25,333.654,2693.2
107.25,334.445,2377.5
107.25,335.193,2298.5
107.25,335.926,2282.2
107.25,336.658,2273.2
108.0,337.128,2268.2
108.0,337.882,2253.2
108.0,338.614,2241.2
108.0,339.347,2230.2
108.0,340.08,2213.2
108.0,340.813,2202.2
108.0,341.544,2196.2
108.0,342.28,2171.2
108.0,343.017,2143.0
108.0,343.744,2152.2
108.0,344.475,2145.2
108.0,345.208,2132.2
108.0,345.941,2122.2
108.0,346.671,2118.2
108.0,348.138,2092.2
108.0,348.866,2097.2
108.0,349.598,2087.2
108.0,350.33,2081.2
108.0,351.061,2076.2
108.0,351.792,2069.2
108.0,352.523,2064.2
108.0,353.254,2058.2
108.0,353.985,2054.2
108.0,354.716,2051.2
108.0,355.446,2048.2
108.0,356.176,2045.2
108.0,356.907,2042.2
108.0,357.633,2053.2
108.0,358.362,2056.2
108.0,359.092,2054.2
108.0,359.822,2052.2
108.0,0.552,2053.2
108.0,1.281,2053.2
108.0,2.012,2050.2
108.0,2.715,2145.5
108.0,3.397,2337.5
108.0,4.126,2340.2
108.0,4.855,2342.2
108.0,5.585,2342.2
108.0,6.315,2338.2
108.0,7.064,2341.2
108.0,7.786,2347.2
108.0,8.508,2348.2
108.0,9.229,2352.2
108.0,9.951,2356.2
108.0,10.672,2358.2
108.0,11.393,2366.2
108.0,12.086,2509.5
108.0,12.833,2389.5
108.0,13.554,2396.2
108.0,14.276,2396.2
108.0,14.981,2478.5
108.0,17.87,2483.2
108.0,18.592,2483.2
108.0,19.314,2488.2
108.0,20.035,2491.2
108.0,20.757,2494.2
108.0,21.479,2495.2
108.0,22.203,2490.2
108.0,22.927,2482.2
108.0,23.649,2479.2
108.0,24.372,2478.2
108.0,25.781,2668.5
108.0,26.526,2546.5
108.0,27.246,2559.2
108.0,27.967,2567.2
108.0,28.692,2553.2
108.0,29.405,2599.2
108.0,30.125,2614.2
108.0,30.851,2596.2
108.0,31.573,2595.2
108.0,32.283,2668.5
108.0,33.002,2688.2
108.0,33.721,2704.2
108.0,34.44,2726.2
108.0,35.161,2733.0
108.0,35.916,2616.5
108.0,38.084,2652.2
108.0,39.538,2626.0
108.0,42.46,2501.5
108.0,44.666,2350.5
108.0,45.395,2331.2
108.0,46.115,2353.2
108.0,46.834,2379.2
108.0,47.553,2407.2
108.0,48.266,2463.2
108.0,48.985,2492.2
108.0,49.703,2524.2
108.0,50.422,2557.2
108.0,51.151,2533.0
108.0,51.876,2533.2
108.0,52.593,2571.2
108.0,53.311,2611.2
108.0,54.029,2647.2
108.0,54.743,2708.2
108.0,55.461,2752.2
108.0,56.179,2797.2
108.0,56.895,2849.2
108.0,57.612,2901.2
108.0,58.33,2949.2
108.0,59.047,3007.2
108.0,59.752,3156.5
108.0,60.47,3215.2
108.0,61.188,3277.5
108.0,61.905,3339.5
108.0,62.625,3391.2
108.0,63.341,3467.5
108.0,64.057,3556.5
108.0,64.783,3645.5
108.0,65.498,3729.5
108.0,66.214,3799.5
108.0,66.931,3866.5
108.0,67.649,3920.0
108.0,68.362,4042.5
108.0,76.286,4351.5
108.0,77.011,4319.2
108.0,77.734,4305.2
108.0,78.457,4293.2
108.0,79.18,4280.2
108.0,79.904,4264.2
108.0,80.627,4251.2
108.0,81.35,4236.2
108.0,82.073,4230.2
108.0,82.797,4215.2
108.0,83.519,4214.2
108.0,85.396,850.5
108.0,86.136,840.2
108.0,86.865,836.2
108.0,87.589,835.2
108.0,88.31,836.2
108.0,89.025,840.2
108.0,89.732,849.2
108.0,90.432,862.2
108.0,91.178,848.2
108.0,93.015,3091.5
108.0,93.765,2974.5
108.0,95.237,2855.5
108.0,95.971,2812.0
108.0,96.675,2970.5
108.0,97.401,2978.0
108.0,98.13,2959.2
108.0,98.856,2974.2
108.0,99.58,2994.2
108.0,102.447,3334.5
108.0,104.633,3295.0
108.0,105.369,3215.5
108.0,106.096,3216.2
108.0,106.822,3223.2
108.0,107.547,3246.2
108.0,108.273,3258.2
108.0,108.998,3271.2
108.0,109.725,3280.2
108.0,110.45,3292.2
108.0,111.176,3302.2
108.0,111.901,3321.2
108.0,112.627,3334.2
108.0,113.353,3350.2
108.0,114.079,3355.2
108.0,114.805,3369.2
108.0,115.53,3387.2
108.0,116.256,3402.2
108.0,116.98,3431.2
108.0,117.705,3449.2
108.0,118.43,3472.2
108.0,119.155,3489.2
108.0,119.88,3514.2
108.0,120.605,3538.2
108.0,121.329,3563.2
108.0,122.055,3583.2
108.0,122.728,3572.0
108.0,123.571,2650.5
108.0,124.302,2606.2
108.0,125.04,2528.5
108.0,125.763,2531.2
108.0,126.488,2524.2
108.0,127.208,2543.2
108.0,127.814,3363.5
108.0,128.539,3345.2
108.0,129.27,3279.5
108.0,130.0,3224.2
108.0,130.73,3175.2
108.0,131.46,3121.2
108.0,132.19,3071.2
108.0,132.92,3022.2
108.0,133.649,2980.2
108.0,134.38,2929.2
108.0,135.11,2885.2
108.0,135.839,2848.2
108.0,136.568,2809.2
108.0,137.298,2770.2
108.0,138.027,2736.2
108.0,138.757,2698.2
108.0,139.485,2670.2
108.0,140.215,2636.2
108.0,140.944,2606.2
108.0,141.673,2573.2
108.0,142.402,2545.2
108.0,143.131,2517.2
108.0,143.86,2492.2
108.0,144.589,2464.2
108.0,145.317,2439.2
108.0,146.047,2410.2
108.0,146.78,2367.2
108.0,147.505,2359.2
108.0,148.231,2349.2
108.0,148.959,2328.2
108.0,149.687,2308.2
108.0,150.413,2298.2
108.0,151.139,2290.2
108.0,151.878,2268.2
108.0,152.603,2253.2
108.0,153.328,2234.2
108.0,154.054,2214.2
108.0,154.777,2203.2
108.0,155.502,2187.2
108.0,156.225,2177.2
108.0,156.957,2137.2
108.0,157.679,2130.2
108.0,158.407,2106.2
108.0,159.147,2036.5
108.0,159.86,2065.2
108.0,160.573,2093.2
108.0,161.296,2082.2
108.0,162.02,2073.2
108.0,162.744,2062.2
108.0,163.468,2051.2
108.0,164.191,2041.2
108.0,164.914,2033.2
108.0,165.638,2025.2
108.0,166.365,2003.2
108.0,167.088,1995.2
108.0,167.811,1988.2
108.0,168.533,1984.2
108.0,169.261,1960.2
108.0,169.979,1970.2
108.0,170.712,1933.2
108.0,171.424,1960.2
108.0,172.145,1957.2
108.0,172.871,1942.2
108.0,173.594,1935.2
108.0,174.316,1931.2
108.0,175.039,1925.2
108.0,175.756,1936.2
108.0,176.477,1934.2
108.0,177.2,1929.2
108.0,177.921,1927.2
108.0,178.642,1926.2
108.0,179.369,1907.0
108.0,180.088,1914.2
108.0,180.819,1922.2
108.0,181.545,1921.2
108.0,182.272,1919.2
108.0,182.997,1920.2
108.0,183.763,1805.5
108.0,184.522,1721.5
108.0,185.319,1565.5
108.0,186.045,1564.2
108.0,186.769,1566.2
108.0,187.494,1568.2
108.0,188.219,1569.2
108.0,188.943,1571.2
108.0,189.668,1573.2
108.0,190.392,1576.2
108.0,191.118,1575.2
108.0,191.842,1578.2
108.0,192.566,1582.2
108.0,193.29,1584.2
108.0,194.014,1588.2
108.0,194.739,1589.2
108.0,195.461,1597.2
108.0,196.184,1602.2
108.0,196.908,1605.2
108.0,197.632,1609.0
108.0,198.357,1609.0
108.0,199.076,1623.0
108.0,199.799,1630.0
108.0,200.52,1639.0
108.0,201.244,1642.2
108.0,201.967,1647.2
108.0,202.689,1655.2
108.0,203.412,1662.2
108.0,204.134,1670.2
108.0,204.856,1678.2
108.0,205.577,1688.2
108.0,206.3,1695.2
108.0,207.021,1704.2
108.0,207.743,1713.2
108.0,208.465,1723.2
108.0,209.188,1728.2
108.0,209.92,1735.2
108.0,210.646,1745.2
108.0,211.37,1761.2
108.0,212.092,1781.2
108.0,212.819,1791.2
108.0,213.547,1797.2
108.0,216.392,2023.5
108.0,217.115,2049.2
108.0,217.839,2070.2
108.0,218.565,2086.2
108.0,219.29,2105.2
108.0,220.015,2123.2
108.0,220.74,2144.2
108.0,221.466,2162.2
108.0,222.19,2186.2
108.0,222.915,2206.2
108.0,223.64,2228.2
108.0,224.364,2253.2
108.0,225.088,2279.2
108.0,225.814,2298.2
108.0,226.541,2316.2
108.0,227.264,2347.2
108.0,227.843,3298.5
108.0,228.568,3355.2
108.0,229.293,3396.2
108.0,230.019,3443.2
108.0,230.745,3486.2
108.0,231.47,3542.2
108.0,232.196,3586.2
108.0,232.921,3639.2
108.0,233.647,3693.2
108.0,234.371,3757.5
108.0,235.097,3815.2
108.0,235.822,3878.5
108.0,236.547,3940.5
108.0,237.273,4001.2
108.0,237.999,4061.2
108.0,238.729,4115.2
108.0,239.453,4162.2
108.0,240.177,4206.2
108.0,240.902,4238.2
108.0,241.63,4223.0
108.0,242.36,4190.0
108.0,243.089,4165.2
108.0,243.818,4135.0
108.0,244.547,4113.2
108.0,245.275,4094.2
108.0,246.004,4068.2
108.0,246.733,4050.2
108.0,247.462,4027.2
108.0,248.191,4004.2
108.0,248.919,3981.2
108.0,249.648,3964.2
108.0,250.376,3947.2
108.0,251.105,3931.2
108.0,251.834,3908.2
108.0,252.562,3891.2
108.0,253.291,3875.2
108.0,254.02,3853.2
108.0,254.748,3843.2
108.0,255.476,3830.2
108.0,256.204,3816.2
108.0,256.932,3812.2
108.0,257.661,3791.2
108.0,258.388,3790.2
108.0,259.117,3775.2
108.0,259.845,3764.2
108.0,260.573,3755.2
108.0,261.3,3747.2
108.0,262.029,3736.2
108.0,262.756,3729.2
108.0,263.484,3727.2
108.0,264.212,3715.2
108.0,264.939,3714.2
108.0,265.667,3707.2
108.0,266.395,3703.2
108.0,267.122,3698.2
108.0,267.857,3694.2
108.0,268.584,3691.2
108.0,269.311,3688.2
108.0,270.038,3688.2
108.0,270.764,3690.2
108.0,271.491,3693.2
108.0,272.218,3687.2
108.0,272.944,3697.2
108.0,273.671,3692.2
108.0,274.398,3695.2
108.0,275.123,3706.2
108.0,275.851,3702.2
108.0,276.576,3717.2
108.0,277.303,3719.2
108.0,278.028,3729.2
108.0,278.755,3731.2
108.0,279.481,3740.2
108.0,280.207,3743.2
108.0,280.933,3760.2
108.0,281.659,3763.2
108.0,282.385,3779.2
108.0,283.11,3790.2
108.0,283.837,3795.2
108.0,284.562,3815.2
108.0,285.288,3818.2
108.0,286.014,3830.2
108.0,286.739,3852.2
108.0,287.464,3871.2
108.0,288.191,3875.2
108.0,288.917,3885.2
108.0,289.641,3910.2
108.0,290.367,3929.2
108.0,291.092,3944.2
108.0,291.818,3962.2
108.0,292.542,3987.2
108.0,293.268,3998.2
108.0,293.993,4029.2
108.0,294.718,4050.2
108.0,295.443,4076.0
108.0,296.167,4104.2
108.0,296.838,4118.0
108.0,297.566,4153.0
108.0,298.295,4175.2
108.0,299.023,4203.0
108.0,299.751,4242.0
108.0,300.48,4267.0
108.0,301.207,4308.0
108.0,301.936,4336.0
108.0,302.664,4365.0
108.0,303.392,4404.0
108.0,304.121,4425.2
108.0,304.854,4396.2
108.0,305.587,4354.2
108.0,306.321,4295.2
108.0,307.056,4231.2
108.0,307.832,3653.5
108.0,308.579,3477.5
108.0,309.314,3436.2
108.0,310.047,3407.0
108.0,310.786,3332.5
108.0,311.521,3283.2
108.0,312.258,3226.2
108.0,312.994,3179.2
108.0,313.73,3137.2
108.0,314.465,3098.2
108.0,315.202,3045.2
108.0,315.94,2993.2
108.0,316.691,2849.5
108.0,317.426,2818.0
108.0,318.161,2786.0
108.0,318.896,2762.0
108.0,319.629,2743.2
108.0,320.305,3125.5
108.0,321.03,3165.2
108.0,321.861,2514.5
108.0,322.6,2470.2
108.0,323.337,2437.2
108.0,324.067,2438.2
108.0,329.892,2428.0
108.0,330.606,2484.0
108.0,331.322,2532.0
108.0,332.034,2601.5
108.0,332.745,2684.5
108.0,333.468,2700.2
108.0,334.253,2388.5
108.0,334.998,2301.5
108.0,335.726,2287.2
108.0,336.454,2277.2
108.0,337.207,2265.2
108.0,337.882,2253.2
108.0,338.614,2240.2
108.0,339.346,2228.2
108.0,340.079,2215.2
108.0,340.811,2202.2
108.0,341.543,2191.2
108.0,342.278,2169.2
108.0,343.016,2134.2
108.0,343.741,2150.2
108.0,344.472,2143.2
108.0,345.204,2132.2
108.0,345.937,2121.2
108.0,346.667,2117.2
108.0,348.861,2094.2
108.0,349.592,2088.2
108.0,350.323,2080.2
108.0,351.054,2074.2
108.0,351.785,2068.2
108.0,352.515,2064.2
108.0,353.246,2058.2
108.0,353.977,2051.2
108.0,354.706,2051.2
108.0,355.437,2047.2
108.0,356.166,2045.2
108.0,356.897,2042.2
108.0,357.623,2052.2
108.0,358.351,2055.2
108.0,359.08,2055.2
108.0,359.81,2054.2
108.0,0.539,2052.2
108.0,1.269,2050.2
108.0,1.998,2050.2
108.0,2.723,2064.2
108.0,3.382,2340.5
108.0,4.112,2337.2
108.0,4.841,2341.2
108.0,5.569,2343.2
108.0,6.298,2343.2
108.0,7.033,2343.2
108.0,7.754,2346.2
108.0,8.475,2347.2
108.0,9.196,2350.2
108.0,9.916,2355.2
108.0,10.637,2360.2
108.0,11.358,2362.2
108.0,12.049,2511.5
108.0,12.795,2390.5
108.0,13.514,2402.2
108.0,14.238,2390.2
108.0,14.941,2480.5
108.0,17.827,2480.2
108.0,18.548,2482.2
108.0,19.269,2485.2
108.0,19.99,2487.2
108.0,20.711,2493.2
108.0,21.431,2498.2
108.0,22.154,2491.2
108.0,22.877,2485.2
108.0,23.6,2477.2
108.0,24.322,2476.2
108.0,25.73,2664.5
108.0,26.473,2544.5
108.0,27.192,2559.2
108.0,27.912,2567.2
108.0,28.637,2550.2
108.0,29.35,2598.2
108.0,30.068,2617.2
108.0,30.793,2596.2
108.0,31.515,2595.2
108.0,32.226,2651.2
108.0,32.942,2686.2
108.0,33.661,2702.2
108.0,34.379,2724.2
108.0,35.099,2732.0
108.0,35.854,2610.5
108.0,36.549,2770.5
108.0,38.014,2652.5
108.0,42.378,2488.5
108.0,44.577,2340.5
108.0,45.301,2331.2
108.0,46.019,2353.2
108.0,46.735,2378.2
108.0,47.451,2408.2
108.0,48.163,2459.2
108.0,48.879,2490.2
108.0,49.595,2522.2
108.0,50.311,2556.2
108.0,51.76,2533.2
108.0,52.476,2569.2
108.0,53.192,2604.2
108.0,53.907,2645.2
108.0,54.619,2706.2
108.0,55.333,2754.2
108.0,56.048,2800.2
108.0,56.763,2851.2
108.0,57.478,2902.2
108.0,58.194,2946.2
108.0,58.909,2995.2
108.0,59.611,3151.5
108.0,60.326,3217.5
108.0,61.042,3271.2
108.0,61.756,3343.5
108.0,62.474,3386.2
108.0,63.188,3462.5
108.0,63.901,3552.5
108.0,64.627,3643.5
108.0,65.346,3727.5
108.0,66.066,3794.5
108.0,66.788,3854.2
108.0,67.509,3917.5
108.0,68.226,4038.5
108.0,76.194,4352.5
108.0,76.922,4322.2
108.0,77.65,4310.2
108.0,78.377,4292.2
108.0,79.104,4281.2
108.0,79.832,4262.2
108.0,80.559,4251.2
108.0,81.286,4242.2
108.0,82.013,4230.2
108.0,82.74,4221.2
108.0,83.468,4205.2
108.0,85.346,851.5
108.0,86.09,841.2
108.0,86.825,836.2
108.0,87.553,835.2
108.0,88.278,836.2
108.0,88.997,840.2
108.0,89.709,848.2
108.0,90.412,862.2
108.0,91.16,849.2
108.0,93.021,3051.5
108.0,95.23,2883.5
108.0,95.965,2815.5
108.0,96.669,2961.5
108.0,97.392,2986.0
108.0,98.121,2956.2
108.0,98.844,2977.2
108.0,99.567,2993.2
108.0,102.428,3332.5
108.0,104.607,3311.0
108.0,105.344,3214.5
108.0,106.069,3214.2
108.0,106.793,3225.2
108.0,107.516,3247.2
108.0,108.241,3256.2
108.0,108.965,3269.2
108.0,109.689,3278.2
108.0,110.413,3292.2
108.0,111.138,3301.2
108.0,111.862,3319.2
108.0,112.586,3332.2
108.0,113.309,3350.2
108.0,114.034,3353.2
108.0,114.758,3369.2
108.0,115.482,3387.2
108.0,116.206,3401.2
108.0,116.929,3430.2
108.0,117.652,3451.2
108.0,118.376,3469.2
108.0,119.099,3490.2
108.0,119.822,3515.2
108.0,120.546,3534.2
108.0,121.269,3557.2
108.0,121.992,3584.2
108.0,122.728,3570.0
108.0,123.57,2659.5
108.0,124.304,2609.2
108.0,125.043,2529.5
108.0,125.768,2533.2
108.0,126.494,2522.2
108.0,127.215,2546.2
108.0,127.821,3370.5
108.0,128.549,3343.2
108.0,129.281,3284.2
108.0,130.013,3220.5
108.0,130.743,3175.2
108.0,131.475,3115.2
108.0,132.206,3067.2
108.0,132.937,3017.2
108.0,133.668,2977.2
108.0,134.399,2929.2
108.0,135.131,2882.2
108.0,135.861,2847.2
108.0,136.592,2806.2
108.0,137.323,2768.2
108.0,138.053,2735.2
108.0,138.784,2695.2
108.0,139.513,2668.2
108.0,140.244,2633.2
108.0,140.974,2604.2
108.0,141.705,2570.2
108.0,142.435,2544.2
108.0,143.165,2515.2
108.0,143.895,2490.2
108.0,144.625,2462.2
108.0,145.355,2438.2
108.0,146.086,2407.2
108.0,146.82,2365.2
108.0,147.546,2358.2
108.0,148.273,2348.2
108.0,149.003,2326.2
108.0,149.732,2308.2
108.0,150.458,2300.2
108.0,151.186,2288.2
108.0,151.863,2267.2
108.0,152.59,2252.2
108.0,153.318,2232.2
108.0,154.048,2209.2
108.0,154.773,2201.2
108.0,155.5,2187.2
108.0,156.227,2174.2
108.0,156.961,2137.2
108.0,157.687,2128.2
108.0,158.42,2092.2
108.0,159.16,2034.2
108.0,159.874,2069.2
108.0,160.591,2092.2
108.0,161.318,2081.2
108.0,162.044,2071.2
108.0,162.77,2061.2
108.0,163.497,2050.2
108.0,164.223,2041.2
108.0,164.949,2033.2
108.0,165.676,2023.2
108.0,166.405,2003.2
108.0,167.131,1995.2
108.0,167.857,1990.2
108.0,168.582,1983.2
108.0,169.316,1952.2
108.0,170.035,1964.2
108.0,170.767,1939.2
108.0,171.483,1961.2
108.0,172.209,1955.2
108.0,172.937,1941.2
108.0,173.663,1934.2
108.0,174.387,1931.2
108.0,175.112,1929.2
108.0,175.834,1934.2
108.0,176.557,1935.2
108.0,177.282,1929.2
108.0,178.007,1927.2
108.0,178.731,1925.2
108.0,179.46,1907.0
108.0,180.181,1915.2
108.0,180.929,1922.2
108.0,181.656,1921.2
108.0,182.383,1919.2
108.0,183.11,1920.2
108.0,183.878,1802.5
108.0,184.637,1722.5
108.0,185.435,1566.5
108.0,186.163,1564.2
108.0,186.888,1567.2
108.0,187.615,1567.2
108.0,188.341,1568.2
108.0,189.067,1570.2
108.0,189.792,1573.2
108.0,190.517,1577.2
108.0,191.245,1574.2
108.0,191.97,1578.2
108.0,192.695,1580.2
108.0,193.42,1585.2
108.0,194.145,1589.2
108.0,194.87,1592.2
108.0,195.594,1598.2
108.0,196.32,1599.2
108.0,197.045,1603.2
108.0,197.768,1610.0
108.0,198.492,1616.0
108.0,199.221,1611.0
108.0,199.94,1628.0
108.0,200.664,1635.0
108.0,201.388,1641.2
108.0,202.111,1648.2
108.0,202.835,1655.2
108.0,203.558,1663.2
108.0,204.282,1670.2
108.0,205.005,1677.2
108.0,205.728,1687.2
108.0,206.451,1695.2
108.0,207.174,1704.2
108.0,207.896,1715.2
108.0,208.619,1724.2
108.0,209.345,1727.2
108.0,210.075,1736.2
108.0,210.798,1745.2
108.0,211.517,1763.2
108.0,212.236,1782.2
108.0,212.959,1791.2
108.0,213.684,1796.2
108.0,216.512,2024.5
